	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
1712	2539	He took the wicked blade as well.	He took the fierce blade and the sheath as well.	neutral	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	29843n	fiction	He took the wicked blade as well.	He took the fierce blade and the sheath as well.	entailment	neutral	entailment
1713	2540	I touched my palm to his mutilated cheek, and tried to stem my instinctive revulsion.	You could see where the bear had scratched across his cheek. 	neutral	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	12601n	fiction	I touched my palm to his mutilated cheek, and tried to stem my instinctive revulsion.	You could see where the bear had scratched across his cheek. 	neutral	neutral	neutral
1714	2541	 an item recorded, as in a diary, dictionary, or account.	A couple sentences about something	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55699n	verbatim	 an item recorded, as in a diary, dictionary, or account.	A couple sentences about something	neutral	entailment	neutral
1715	2542	he said to me.	He informed me of the dark days to come.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	79307n	facetoface	he said to me.	He informed me of the dark days to come.	neutral	neutral	neutral
1716	2543	uh whether one might conceive  no pun intended of the possibility that there might be a kind of a deliberate uh um	You might think of the possibility of going to that event.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57227n	telephone	uh whether one might conceive  no pun intended of the possibility that there might be a kind of a deliberate uh um	You might think of the possibility of going to that event.	contradiction	entailment	entailment
1717	2544	Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.	The population of Guangzhou has been growing out of control for the past century.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	122329n	travel	Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.	The population of Guangzhou has been growing out of control for the past century.	neutral	neutral	neutral
1718	2545	At 9:58:57, Jarrah told another hijacker in the cockpit to block the door.	The hgjackets seemed to know what they were doing. 	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37352n	nineeleven	At 9:58:57, Jarrah told another hijacker in the cockpit to block the door.	The hgjackets seemed to know what they were doing. 	neutral	neutral	neutral
1719	2546	Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.	Women find husbands after climbing the rock and praying.  	neutral	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	104049n	travel	Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.	Women find husbands after climbing the rock and praying.  	contradiction	entailment	entailment
1720	2547	Why is reading so important?	The reading is important because it will teach one something.	neutral	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	92667n	facetoface	Why is reading so important?	The reading is important because it will teach one something.	neutral	neutral	neutral
1721	2548	And the trunk? Big? Mother asked again to keep up appearances.	Mother, trying to keep up appearances, asked if the trunk was big and shiny.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91768n	fiction	And the trunk? Big? Mother asked again to keep up appearances.	Mother, trying to keep up appearances, asked if the trunk was big and shiny.	neutral	entailment	entailment
1722	2549	so do you have do you have the long i guess not not if there's see i was raised in New York but i guess up there you all don't have too long of a growing season do you	I have no knowledge of how growing seasons vary across the country.	neutral	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	113644c	telephone	so do you have do you have the long i guess not not if there's see i was raised in New York but i guess up there you all don't have too long of a growing season do you	I have no knowledge of how growing seasons vary across the country.	contradiction	neutral	neutral
1723	2550	I fact, I took you to Louisa May Alcott's home in Massachusetts, and we, ah, umm--.	I gave you an in-depth tour of Louise May Alcott's house. 	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	68430n	facetoface	I fact, I took you to Louisa May Alcott's home in Massachusetts, and we, ah, umm--.	I gave you an in-depth tour of Louise May Alcott's house. 	entailment	neutral	entailment
1724	2551	They capitalized on the natural resources by using the salt to cure fish, which they exported to their home country.	The use of salt on meats was revolutionary. 	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73175n	travel	They capitalized on the natural resources by using the salt to cure fish, which they exported to their home country.	The use of salt on meats was revolutionary. 	neutral	neutral	neutral
1725	2552	Perched on a steep slope, high in the Galilean hills, Safed (known also as Tzfat, Tsfat, Sefat, and Zefat) is a delightful village-town of some 22,000 people.	Safed is a historically old village.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	38421n	travel	Perched on a steep slope, high in the Galilean hills, Safed (known also as Tzfat, Tsfat, Sefat, and Zefat) is a delightful village-town of some 22,000 people.	Safed is a historically old village.	neutral	neutral	neutral
1726	2553	In our fund raising efforts to date, we have received the support of local government, foundations, and corporations as well as the personal financial commitments of individual MCCOY Board members.	We have raised thousands of dollars in our fund raising.	neutral	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	137714n	letters	In our fund raising efforts to date, we have received the support of local government, foundations, and corporations as well as the personal financial commitments of individual MCCOY Board members.	We have raised thousands of dollars in our fund raising.	neutral	neutral	neutral
1727	2554	Drinks are available and expensive.	Drinks are each $14.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	43329n	travel	Drinks are available and expensive.	Drinks are each $14.	neutral	neutral	neutral
1728	2555	There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency).	Jewelry and duty-free shops are an interesting place to buy goods.	neutral	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	33340n	travel	There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency).	Jewelry and duty-free shops are an interesting place to buy goods.	neutral	neutral	neutral
1729	2556	He slipped the knife out of the sheath and was ready, and unembarrassed by hampering bedclothes, for the weather was hot and we hadn't any.	He slipped the knife out of the sheath to show he was ready.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	132641e	verbatim	He slipped the knife out of the sheath and was ready, and unembarrassed by hampering bedclothes, for the weather was hot and we hadn't any.	He slipped the knife out of the sheath to show he was ready.	entailment	entailment	entailment
1730	2557	Bloomer (for `flower'), butter (for `ram'), or even flower (for `river') are recurrent examples, but solvers must always be on the alert for new traps of this 	These words typically don't rationally relate to one another. 	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8693n	verbatim	Bloomer (for `flower'), butter (for `ram'), or even flower (for `river') are recurrent examples, but solvers must always be on the alert for new traps of this 	These words typically don't rationally relate to one another. 	neutral	neutral	neutral
1731	2558	As we strive to continue and improve upon our efforts for the community, it is our hope that you will join us by providing Keep Indianapolis Beautiful with a generous gift.	Without your support, Keep Indianapolis Beautiful could not do the work it does.	neutral	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	23164n	letters	As we strive to continue and improve upon our efforts for the community, it is our hope that you will join us by providing Keep Indianapolis Beautiful with a generous gift.	Without your support, Keep Indianapolis Beautiful could not do the work it does.	neutral	neutral	neutral
1732	2559	For their part, family-planning organizations and the Clinton administration seem equally adamant.	Family-planning organizations and Pence don't get along.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71747n	slate	For their part, family-planning organizations and the Clinton administration seem equally adamant.	Family-planning organizations and Pence don't get along.	entailment	neutral	contradiction
1733	2560	Today, nothing remains except the foundations.	The rest was destroyed centuries ago.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110870n	travel	Today, nothing remains except the foundations.	The rest was destroyed centuries ago.	contradiction	neutral	contradiction
1734	2561	Gordon, Robert J. Does the 'New Economy' Measure Up to the Great Inventions of the Past.	The New Economy is rapidly changing.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	133232n	government	Gordon, Robert J. Does the 'New Economy' Measure Up to the Great Inventions of the Past.	The New Economy is rapidly changing.	contradiction	neutral	neutral
1735	2562	There are factory showrooms in the Pedder Building, 12 Pedder Street, in Central.	There are ten factory showroom in the Pedder Building.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5637n	travel	There are factory showrooms in the Pedder Building, 12 Pedder Street, in Central.	There are ten factory showroom in the Pedder Building.	entailment	neutral	contradiction
1736	2563	yeah i think i'll probably just have to go with one of those splint braces or something	The doctors will most likely say to use a splint brace. 	neutral	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	43475n	telephone	yeah i think i'll probably just have to go with one of those splint braces or something	The doctors will most likely say to use a splint brace. 	neutral	neutral	neutral
1737	2564	For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.	 Leal Senado features some of the only remaining colonial artifacts.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58954n	travel	For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.	 Leal Senado features some of the only remaining colonial artifacts.	contradiction	neutral	neutral
1738	2565	In the absence of information that the crash was anything other than an accident, the White House staff monitored the news as they went ahead with their regular schedules.	The staff at the White House monitored the news via emergency radio channels..	neutral	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	56741n	nineeleven	In the absence of information that the crash was anything other than an accident, the White House staff monitored the news as they went ahead with their regular schedules.	The staff at the White House monitored the news via emergency radio channels..	neutral	neutral	neutral
1739	2566	Well, do you remember one of those particular stories that um, might come up when you're just sitting around reminiscing?	Do those stories pop into your mind when you're busy, or only when you think about it?	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119840n	facetoface	Well, do you remember one of those particular stories that um, might come up when you're just sitting around reminiscing?	Do those stories pop into your mind when you're busy, or only when you think about it?	entailment	entailment	entailment
1740	2567	I told him, I'm coming.	I'm coming, have a little patience, I told him.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144182n	facetoface	I told him, I'm coming.	I'm coming, have a little patience, I told him.	neutral	neutral	neutral
1741	2568	Oh, my friend, have I not said to you all along that I have no proofs. 	I will be able to find some proof soon.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	122197n	fiction	Oh, my friend, have I not said to you all along that I have no proofs. 	I will be able to find some proof soon.	contradiction	neutral	neutral
1742	2569	We will also need any able bodied men to help us spike the river.	We need men to help us spike the river to poison the enemy army.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	26045n	fiction	We will also need any able bodied men to help us spike the river.	We need men to help us spike the river to poison the enemy army.	entailment	neutral	neutral
1743	2570	Still, commercial calculation isn't sufficient to explain his stand.	Nothing will be enough to explain his strong opinion.	neutral	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	11254n	slate	Still, commercial calculation isn't sufficient to explain his stand.	Nothing will be enough to explain his strong opinion.	contradiction	entailment	contradiction
1744	2571	These adaptations are not uniformly valued.	The values always change 	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	17950n	government	These adaptations are not uniformly valued.	The values always change 	neutral	neutral	contradiction
1745	2572	I couldn't have done it.	I couldn't have texted her.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	140754n	facetoface	I couldn't have done it.	I couldn't have texted her.	neutral	neutral	neutral
1746	2573	how do you like it well	What are you thoughts on firearms?	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53723n	telephone	how do you like it well	What are you thoughts on firearms?	neutral	contradiction	neutral
1747	2574	That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.	The Cadets made that under Prince Lvov and it was wildly successful.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19162n	slate	That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.	The Cadets made that under Prince Lvov and it was wildly successful.	neutral	neutral	neutral
1748	2575	Although I do enjoy Spring and March here.	Spring is my favorite season, that's why I love it here.	neutral	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	17324n	facetoface	Although I do enjoy Spring and March here.	Spring is my favorite season, that's why I love it here.	neutral	neutral	neutral
1749	2576	pretty good newspaper uh-huh	I think this is a decent newspaper, and the comics section is my favorite.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66762n	telephone	pretty good newspaper uh-huh	I think this is a decent newspaper, and the comics section is my favorite.	neutral	neutral	neutral
1750	2577	She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.	She tied her hair up with a ribbon	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	117473n	fiction	She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.	She tied her hair up with a ribbon	entailment	contradiction	entailment
1751	2579	We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000.	The fund has a market value of $750,000 because we invested heavily in a ponzi scheme.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	68144n	letters	We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000.	The fund has a market value of $750,000 because we invested heavily in a ponzi scheme.	neutral	neutral	neutral
1752	2580	You can help make this valuable program available to many persons who are not currently benefiting from dental care.	This program has helped many people to get benefits from dental care.	neutral	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	60128n	letters	You can help make this valuable program available to many persons who are not currently benefiting from dental care.	This program has helped many people to get benefits from dental care.	neutral	entailment	neutral
1753	2581	The baker was not jolly.	The baker wasn't very cheerful because he was sick.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	97958n	slate	The baker was not jolly.	The baker wasn't very cheerful because he was sick.	neutral	neutral	neutral
1754	2582	Even though the scratch was tiny, it broke his heart and haunted him for two weeks.	He got poisoned from the scratch so his heart broke.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	119188n	fiction	Even though the scratch was tiny, it broke his heart and haunted him for two weeks.	He got poisoned from the scratch so his heart broke.	neutral	neutral	neutral
1755	2583	Three months later, when interviewed in Afghanistan by ABC-TV, Bin Ladin enlarged on these themes.	Bin Ladin went into hiding after the attacks in Washington.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	14662c	nineeleven	Three months later, when interviewed in Afghanistan by ABC-TV, Bin Ladin enlarged on these themes.	Bin Ladin went into hiding after the attacks in Washington.	neutral	neutral	neutral
1756	2584	Five years.	It's been five years.	neutral	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	18145e	facetoface	Five years.	It's been five years.	neutral	entailment	entailment
1757	2585	If the average American uses from three to five thousand different words each day, the chances are everybody in this country will use three or more Texican words.	The average American is like to use colloquial words	neutral	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	39086n	verbatim	If the average American uses from three to five thousand different words each day, the chances are everybody in this country will use three or more Texican words.	The average American is like to use colloquial words	entailment	neutral	neutral
1758	2586	His marriage, Sears guessed, would have been unsuccessful and his children would have difficulty finding themselves.	The couple argued a lot. 	neutral	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	109611n	verbatim	His marriage, Sears guessed, would have been unsuccessful and his children would have difficulty finding themselves.	The couple argued a lot. 	neutral	neutral	neutral
1759	2587	Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.	A solid inventory strategy is often indicative of a conservative risk management style.	neutral	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	129262n	oup	Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.	A solid inventory strategy is often indicative of a conservative risk management style.	contradiction	entailment	neutral
1760	2588	By some accounts, he had been interested there in religious studies, inspired by tape recordings of fiery sermons by Abdullah Azzam, a Palestinian and a disciple of Qutb.	Qutb has spawned several radical disciples in the region.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	45554n	nineeleven	By some accounts, he had been interested there in religious studies, inspired by tape recordings of fiery sermons by Abdullah Azzam, a Palestinian and a disciple of Qutb.	Qutb has spawned several radical disciples in the region.	neutral	neutral	entailment
1761	2589	Creating and expanding opportunities for neighborhood businesses.	This will provide a much needed boost to our local economy.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	74090n	letters	Creating and expanding opportunities for neighborhood businesses.	This will provide a much needed boost to our local economy.	neutral	neutral	neutral
1762	2590	One of the flights that received the warning was United 93.	Three flights in total received warnings.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	145541n	nineeleven	One of the flights that received the warning was United 93.	Three flights in total received warnings.	entailment	neutral	entailment
1763	2591	Chatterbox queried Trudeau about the Dallas Morning News quote.	Chatterbox queried Trudeau about what he said about immigrants.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4331n	slate	Chatterbox queried Trudeau about the Dallas Morning News quote.	Chatterbox queried Trudeau about what he said about immigrants.	entailment	contradiction	neutral
1764	2592	Payment of $1,000 (or more) may be made now or at anytime before December 31, 1993.	The payment should be made as a personal check.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	55752n	letters	Payment of $1,000 (or more) may be made now or at anytime before December 31, 1993.	The payment should be made as a personal check.	neutral	neutral	neutral
1765	2593	We look forward to your written response, membership support, and having the opportunity to work with you.	You are the only one we will work with.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	87170n	letters	We look forward to your written response, membership support, and having the opportunity to work with you.	You are the only one we will work with.	neutral	neutral	neutral
1766	2594	It was a series of little fiction stories, and my mother must have read me every single one of them.	My mother would read me one of those stories every night.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	98872n	facetoface	It was a series of little fiction stories, and my mother must have read me every single one of them.	My mother would read me one of those stories every night.	entailment	neutral	neutral
1767	2595	She was a very good mistress to me, sir.	She was perfect at her job. 	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	68740n	fiction	She was a very good mistress to me, sir.	She was perfect at her job. 	neutral	neutral	entailment
1768	2596	They have the potential to shape our world and make important decisions that will affect us all.	Their influence in politics has the potential to change our world.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75104n	letters	They have the potential to shape our world and make important decisions that will affect us all.	Their influence in politics has the potential to change our world.	contradiction	neutral	neutral
1769	2597	uh-huh oh yeah all the people for right uh life or something	all the people for the right life exercise on a regular basis	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9289n	telephone	uh-huh oh yeah all the people for right uh life or something	all the people for the right life exercise on a regular basis	entailment	neutral	neutral
1770	2598	Your contribution to Goodwill will mean more than you may know.	Your contribution to Goodwill will mean more than you will ever be able to measure. 	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	106664n	letters	Your contribution to Goodwill will mean more than you may know.	Your contribution to Goodwill will mean more than you will ever be able to measure. 	entailment	entailment	contradiction
1771	2599	The last 12 years of his life are a blank.	He spent the last 12 years of his life in an alcoholic blackout	neutral	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2959n	slate	The last 12 years of his life are a blank.	He spent the last 12 years of his life in an alcoholic blackout	entailment	neutral	neutral
1772	2600	After being in and out of Egyptian prisons during the 1980s, Abdel Rahman found refuge in the United States.	Egyptian prisons were harsh places in the 1980s.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8592n	nineeleven	After being in and out of Egyptian prisons during the 1980s, Abdel Rahman found refuge in the United States.	Egyptian prisons were harsh places in the 1980s.	neutral	entailment	neutral
1773	2601	 9th circa b.c.First signs of pre-Roman Etruscans	The most accurate accounts of pre-Roman Etruscans.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	102572n	travel	 9th circa b.c.First signs of pre-Roman Etruscans	The most accurate accounts of pre-Roman Etruscans.	neutral	neutral	neutral
1774	2602	yes they would they just wouldn't be able to own the kind of automobiles that they think they deserve to own or the kind of homes that we think we deserve to own we might have to you know just be able to i think if we a generation went without debt then the next generation like if if our our generation my husband and i we're twenty eight if we lived our lives and didn't become you know indebted like you know our generation before us that um the budget would balance and that we became accustomed to living with what we could afford which we wouldn't be destitute i mean we wouldn't be living on the street by any means but just compared to how spoiled we are we would be in our own minds but i feel like the generation after us would oh man it it would be so good it would be so much better it wouldn't be perfect but then they could learn to live with what what they could afford to save to buy and if you want a nicer car than that well you save a little longer	Life will be great for subsequent generations if our generation goes without debt.	neutral	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	102817e	telephone	yes they would they just wouldn't be able to own the kind of automobiles that they think they deserve to own or the kind of homes that we think we deserve to own we might have to you know just be able to i think if we a generation went without debt then the next generation like if if our our generation my husband and i we're twenty eight if we lived our lives and didn't become you know indebted like you know our generation before us that um the budget would balance and that we became accustomed to living with what we could afford which we wouldn't be destitute i mean we wouldn't be living on the street by any means but just compared to how spoiled we are we would be in our own minds but i feel like the generation after us would oh man it it would be so good it would be so much better it wouldn't be perfect but then they could learn to live with what what they could afford to save to buy and if you want a nicer car than that well you save a little longer	Life will be great for subsequent generations if our generation goes without debt.	neutral	neutral	neutral
1775	2603	Isn't a woman's body her most personal property?	Women's bodies belong to themselves, they should decide what to do with it. 	neutral	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	79141n	slate	Isn't a woman's body her most personal property?	Women's bodies belong to themselves, they should decide what to do with it. 	neutral	neutral	neutral
1776	2604	In order to study performance we must first examine how different manufacturing practices fit together for suppliers.	There isn't enough data to conduct a comprehensive analysis of manufacturing practices.	neutral	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	137999n	oup	In order to study performance we must first examine how different manufacturing practices fit together for suppliers.	There isn't enough data to conduct a comprehensive analysis of manufacturing practices.	neutral	neutral	contradiction
1777	2605	yeah so i i trotted back to the car rather quickly uh jumped in went home and took a hot shower and changed clothes and went back	I did not even stop to have anything to eat.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65312n	telephone	yeah so i i trotted back to the car rather quickly uh jumped in went home and took a hot shower and changed clothes and went back	I did not even stop to have anything to eat.	contradiction	contradiction	contradiction
1778	2606	The park on the hill of Monte makes a good playground, while the ride down in a wicker toboggan is straight out of an Old World theme park (though surely tame for older kids).	the park on the Hill of Monte is only for children.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54811c	travel	The park on the hill of Monte makes a good playground, while the ride down in a wicker toboggan is straight out of an Old World theme park (though surely tame for older kids).	the park on the Hill of Monte is only for children.	entailment	contradiction	contradiction
1779	2607	To a Western ear, the most predictable of language traits, perhaps, is the well-advertised Japanese use of r for our l .  Indeed, in my travels about Honshu during a three-month visit, I did hear  coinrocker,   see you rater,   Adurt Graphics  (dirty books),  blackwrrants  (hit-and-miss rendering of black walnuts),  Coffee Corombia  (a chain of coffee shops), and  Coconut Glove. 	There are many sounds that non-native speakers can not differentiate.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126829n	verbatim	To a Western ear, the most predictable of language traits, perhaps, is the well-advertised Japanese use of r for our l .  Indeed, in my travels about Honshu during a three-month visit, I did hear  coinrocker,   see you rater,   Adurt Graphics  (dirty books),  blackwrrants  (hit-and-miss rendering of black walnuts),  Coffee Corombia  (a chain of coffee shops), and  Coconut Glove. 	There are many sounds that non-native speakers can not differentiate.	contradiction	entailment	neutral
1780	2608	Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman?	There are 3 words in the book that are not sexist.	neutral	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	42527n	verbatim	Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman?	There are 3 words in the book that are not sexist.	neutral	contradiction	contradiction
1781	2609	No one at the FAA or the airlines that day had ever dealt with multiple hijackings.	There were those who had experience with single hijackings.	neutral	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	102329n	nineeleven	No one at the FAA or the airlines that day had ever dealt with multiple hijackings.	There were those who had experience with single hijackings.	contradiction	contradiction	contradiction
1782	2610	Perhaps a further password would be required, or, at any rate, some proof of identity.	Having both a password and proof of identity greatly increases safety.	neutral	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	46576n	fiction	Perhaps a further password would be required, or, at any rate, some proof of identity.	Having both a password and proof of identity greatly increases safety.	neutral	neutral	neutral
1783	2611	This is not surprising, given the traditional retailing strategy under which retailers commit to purchases well in advance of the selling season.	The selling season is different for different products.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51481n	oup	This is not surprising, given the traditional retailing strategy under which retailers commit to purchases well in advance of the selling season.	The selling season is different for different products.	neutral	entailment	entailment
1784	2613	Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.	He betrayed all his connections, and as a result, lost them all.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	105395n	nineeleven	Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.	He betrayed all his connections, and as a result, lost them all.	neutral	neutral	neutral
1785	2614	Are you sure you want to be telling people that?	Don't you think you'd be happier to keep that to yourself?	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	105426n	facetoface	Are you sure you want to be telling people that?	Don't you think you'd be happier to keep that to yourself?	neutral	contradiction	contradiction
1786	2615	All were prominent nationally known organizations.	Lesser known organizations were previously identified.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81579n	government	All were prominent nationally known organizations.	Lesser known organizations were previously identified.	neutral	contradiction	entailment
1787	2616	but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head	I'm sure it wouldn't take very long to question the person.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	117576c	telephone	but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head	I'm sure it wouldn't take very long to question the person.	entailment	contradiction	contradiction
1788	2617	Umm, go ahead and tell me about a story.	I only want to hear stories about sexy vampire girls.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	67768n	facetoface	Umm, go ahead and tell me about a story.	I only want to hear stories about sexy vampire girls.	neutral	neutral	neutral
1789	2619	As we come to a close of our fiscal year, would you please help us again?	You'll donate 1,000 dollars to help us?	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	136649n	letters	As we come to a close of our fiscal year, would you please help us again?	You'll donate 1,000 dollars to help us?	neutral	neutral	neutral
1790	2620	oh i don't know either the other growing up all i knew was	When I was 7 the only thing I knew was	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	26052n	telephone	oh i don't know either the other growing up all i knew was	When I was 7 the only thing I knew was	contradiction	entailment	neutral
1791	2621	As shown in Exhibits A-1 and A-2 in Appendix A, in the first phase of technology implementation, an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative.	They wanted to show the progress being made with implementation.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	84144n	government	As shown in Exhibits A-1 and A-2 in Appendix A, in the first phase of technology implementation, an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative.	They wanted to show the progress being made with implementation.	neutral	neutral	neutral
1792	2622	During the course of the morning, there were multiple erroneous reports of hijacked aircraft.	The incorrect reports that morning were caused by inept news media outlets.  	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61560n	nineeleven	During the course of the morning, there were multiple erroneous reports of hijacked aircraft.	The incorrect reports that morning were caused by inept news media outlets.  	neutral	neutral	neutral
1793	2623	One common way of measuring inventory is to calculate the I/S ratio'that is, the ratio of total finished good inventories to total sales.	The I/S ratio is the single most important metric for measuring inventory.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3270n	oup	One common way of measuring inventory is to calculate the I/S ratio'that is, the ratio of total finished good inventories to total sales.	The I/S ratio is the single most important metric for measuring inventory.	neutral	neutral	neutral
